Stage,Round,date,Time,Timezone,home_team,result,HT,away_team,UTC
Clausura,5,Sat Feb 6 2021,17:00,CST/-0600,Atlas Guadalajara,1-1,0-1,Santos Laguna,2021-02-06T23:00Z
Clausura,5,Sat Feb 6 2021,21:00,CST/-0600,CF Monterrey,1-0,1-0,Pumas UNAM,2021-02-07T03:00Z
Clausura,5,Sat Feb 6 2021,19:00,CST/-0600,CF América,1-0,0-0,Puebla FC,2021-02-07T01:00Z
Clausura,5,Sun Feb 7 2021,12:00,CST/-0600,Deportivo Toluca,4-1,3-0,Mazatlán FC,2021-02-07T18:00Z
Clausura,5,Mon Feb 8 2021,21:00,CST/-0600,Club León,1-3,0-2,Deportivo Guadalajara,2021-02-09T03:00Z
Clausura,6,Fri Feb 12 2021,21:30,CST/-0600,Mazatlán FC,0-3,0-2,Atlético San Luis,2021-02-13T03:30Z
Clausura,6,Fri Feb 12 2021,21:06,CST/-0600,Club Tijuana,2-0,1-0,Club León,2021-02-13T03:06Z
Clausura,6,Fri Feb 12 2021,19:30,CST/-0600,Puebla FC,4-0,2-0,FC Juárez,2021-02-13T01:30Z
Clausura,6,Sat Feb 13 2021,19:00,CST/-0600,Deportivo Guadalajara,2-2,1-1,Club Necaxa,2021-02-14T01:00Z
Clausura,6,Sat Feb 13 2021,21:00,CST/-0600,CF América,2-1,1-1,Gallos Blancos,2021-02-14T03:00Z
Clausura,6,Sun Feb 14 2021,19:06,CST/-0600,Santos Laguna,1-0,0-0,CF Monterrey,2021-02-15T01:06Z
Clausura,6,Sun Feb 14 2021,12:00,CST/-0600,Deportivo Toluca,1-0,0-0,Pumas UNAM,2021-02-14T18:00Z
Clausura,6,Mon Feb 15 2021,21:00,CST/-0600,CF Pachuca,0-1,0-1,Atlas Guadalajara,2021-02-16T03:00Z
Clausura,6,Wed Feb 17 2021,21:00,CST/-0600,UANL Tigres,0-2,0-1,Cruz Azul,2021-02-18T03:00Z
Clausura,7,Thu Feb 18 2021,21:00,CST/-0600,Atlético San Luis,1-0,1-0,Santos Laguna,2021-02-19T03:00Z
Clausura,7,Fri Feb 19 2021,19:30,CST/-0600,Club Necaxa,1-1,0-1,CF Monterrey,2021-02-20T01:30Z
Clausura,7,Fri Feb 19 2021,21:30,CST/-0600,FC Juárez,1-0,0-0,Mazatlán FC,2021-02-20T03:30Z
Clausura,7,Sat Feb 20 2021,19:00,CST/-0600,Cruz Azul,3-2,2-2,Deportivo Toluca,2021-02-21T01:00Z
Clausura,7,Sat Feb 20 2021,21:00,CST/-0600,Atlas Guadalajara,3-0 (*),,CF América,2021-02-21T03:00Z
Clausura,7,Sun Feb 21 2021,17:00,CST/-0600,Gallos Blancos,1-1,0-0,Puebla FC,2021-02-21T23:00Z
Clausura,7,Sun Feb 21 2021,12:00,CST/-0600,Pumas UNAM,0-1,0-0,Club León,2021-02-21T18:00Z
Clausura,7,Sun Feb 21 2021,19:00,CST/-0600,UANL Tigres,3-2,2-0,Club Tijuana,2021-02-22T01:00Z
Clausura,7,Mon Feb 22 2021,21:00,CST/-0600,CF Pachuca,1-1,0-1,Deportivo Guadalajara,2021-02-23T03:00Z
Clausura,8,Thu Feb 25 2021,21:00,CST/-0600,Atlético San Luis,2-2,1-1,UANL Tigres,2021-02-26T03:00Z
Clausura,8,Fri Feb 26 2021,19:30,CST/-0600,Puebla FC,1-0,0-0,Club Necaxa,2021-02-27T01:30Z
Clausura,8,Fri Feb 26 2021,21:30,CST/-0600,Mazatlán FC,3-0,2-0,Gallos Blancos,2021-02-27T03:30Z
Clausura,8,Sat Feb 27 2021,17:00,CST/-0600,Deportivo Toluca,0-0,0-0,Atlas Guadalajara,2021-02-27T23:00Z
Clausura,8,Sat Feb 27 2021,21:00,CST/-0600,Club León,0-1,0-0,Cruz Azul,2021-02-28T03:00Z
Clausura,8,Sat Feb 27 2021,19:00,CST/-0600,CF América,2-0,2-0,CF Pachuca,2021-02-28T01:00Z
Clausura,8,Sun Feb 28 2021,19:06,CST/-0600,Santos Laguna,3-2,2-0,FC Juárez,2021-03-01T01:06Z
Clausura,8,Sun Feb 28 2021,17:00,CST/-0600,CF Monterrey,1-1,1-0,Club Tijuana,2021-02-28T23:00Z
Clausura,8,Sun Feb 28 2021,21:00,CST/-0600,Deportivo Guadalajara,2-1,2-1,Pumas UNAM,2021-03-01T03:00Z
Clausura,9,Tue Mar 2 2021,19:00,CST/-0600,UANL Tigres,0-1,0-0,Deportivo Toluca,2021-03-03T01:00Z
Clausura,9,Tue Mar 2 2021,17:00,CST/-0600,Atlas Guadalajara,3-1,1-1,Atlético San Luis,2021-03-02T23:00Z
Clausura,9,Tue Mar 2 2021,21:00,CST/-0600,Club León,1-2,1-0,Puebla FC,2021-03-03T03:00Z
Clausura,9,Wed Mar 3 2021,21:06,CST/-0600,Club Tijuana,0-2,0-0,CF América,2021-03-04T03:06Z
Clausura,9,Wed Mar 3 2021,19:00,CST/-0600,FC Juárez,1-6,1-2,CF Monterrey,2021-03-04T01:00Z
Clausura,9,Wed Mar 3 2021,21:00,CST/-0600,Cruz Azul,1-0,0-0,Mazatlán FC,2021-03-04T03:00Z
Clausura,9,Wed Mar 3 2021,19:00,CST/-0600,Gallos Blancos,2-2,1-1,Deportivo Guadalajara,2021-03-04T01:00Z
Clausura,9,Thu Mar 4 2021,19:00,CST/-0600,Club Necaxa,2-2,1-1,CF Pachuca,2021-03-05T01:00Z
Clausura,9,Thu Mar 4 2021,21:00,CST/-0600,Pumas UNAM,1-0,0-0,Santos Laguna,2021-03-05T03:00Z
Clausura,10,Fri Mar 5 2021,19:30,CST/-0600,Atlético San Luis,0-0,0-0,Deportivo Toluca,2021-03-06T01:30Z
Clausura,10,Fri Mar 5 2021,21:30,CST/-0600,Puebla FC,1-1,1-1,UANL Tigres,2021-03-06T03:30Z
Clausura,10,Sat Mar 6 2021,21:00,CST/-0600,Mazatlán FC,1-1,1-1,Deportivo Guadalajara,2021-03-07T03:00Z
Clausura,10,Sat Mar 6 2021,19:06,CST/-0600,CF Monterrey,2-1,2-1,Gallos Blancos,2021-03-07T01:06Z
Clausura,10,Sat Mar 6 2021,17:00,CST/-0600,Atlas Guadalajara,2-0,1-0,FC Juárez,2021-03-06T23:00Z
Clausura,10,Sat Mar 6 2021,19:00,CST/-0600,CF América,2-1,1-1,Club León,2021-03-07T01:00Z
Clausura,10,Sun Mar 7 2021,19:06,CST/-0600,Santos Laguna,3-1,1-0,Club Necaxa,2021-03-08T01:06Z
Clausura,10,Sun Mar 7 2021,21:00,CST/-0600,Pumas UNAM,0-1,0-0,Cruz Azul,2021-03-08T03:00Z
Clausura,10,Mon Mar 8 2021,21:00,CST/-0600,CF Pachuca,2-1,2-1,Club Tijuana,2021-03-09T03:00Z
Clausura,3,Wed Mar 10 2021,21:00,CST/-0600,CF Monterrey,1-1,0-1,Club León,2021-03-11T03:00Z
Clausura,11,Fri Mar 12 2021,19:30,CST/-0600,Puebla FC,0-1,0-0,Atlas Guadalajara,2021-03-13T01:30Z
Clausura,11,Fri Mar 12 2021,21:30,CST/-0600,FC Juárez,1-1,1-0,Pumas UNAM,2021-03-13T03:30Z
Clausura,11,Sat Mar 13 2021,19:00,CST/-0600,UANL Tigres,1-2,0-1,Mazatlán FC,2021-03-14T01:00Z
Clausura,11,Sat Mar 13 2021,21:00,CST/-0600,Cruz Azul,1-0,1-0,CF Monterrey,2021-03-14T03:00Z
Clausura,11,Sat Mar 13 2021,21:05,CST/-0600,Club Tijuana,0-1,0-1,Santos Laguna,2021-03-14T03:05Z
Clausura,11,Sun Mar 14 2021,18:00,CST/-0600,Gallos Blancos,2-1,2-0,Atlético San Luis,2021-03-15T00:00Z
Clausura,11,Sun Mar 14 2021,12:00,CST/-0600,Deportivo Toluca,0-2,0-0,CF Pachuca,2021-03-14T18:00Z
Clausura,11,Sun Mar 14 2021,20:00,CST/-0600,Deportivo Guadalajara,0-3,0-1,CF América,2021-03-15T02:00Z
Clausura,11,Mon Mar 15 2021,21:00,CST/-0600,Club León,3-1,2-0,Club Necaxa,2021-03-16T03:00Z
Clausura,12,Thu Mar 18 2021,20:00,CST/-0600,CF Pachuca,1-0,0-0,UANL Tigres,2021-03-19T02:00Z
Clausura,12,Fri Mar 19 2021,19:00,CST/-0600,Club Necaxa,1-0,0-0,FC Juárez,2021-03-20T01:00Z
Clausura,12,Fri Mar 19 2021,21:00,CST/-0600,Mazatlán FC,0-1,0-0,CF América,2021-03-20T03:00Z
Clausura,12,Sat Mar 20 2021,21:05,CST/-0600,Club Tijuana,3-1,3-1,Gallos Blancos,2021-03-21T03:05Z
Clausura,12,Sat Mar 20 2021,17:00,CST/-0600,Atlético San Luis,0-1,0-0,Pumas UNAM,2021-03-20T23:00Z
Clausura,12,Sat Mar 20 2021,19:00,CST/-0600,Cruz Azul,3-2,1-1,Atlas Guadalajara,2021-03-21T01:00Z
Clausura,12,Sun Mar 21 2021,19:06,CST/-0600,Santos Laguna,1-2,1-1,Club León,2021-03-22T01:06Z
Clausura,12,Sun Mar 21 2021,12:00,CST/-0600,Deportivo Toluca,4-4,1-0,Puebla FC,2021-03-21T18:00Z
Clausura,13,Fri Apr 2 2021,19:30,CST/-0600,Puebla FC,3-1,1-1,Mazatlán FC,2021-04-03T01:30Z
Clausura,13,Fri Apr 2 2021,21:30,CST/-0600,FC Juárez,0-1,0-0,Cruz Azul,2021-04-03T03:30Z
Clausura,13,Sat Apr 3 2021,19:00,CST/-0600,CF América,2-1,1-1,Club Necaxa,2021-04-04T01:00Z
Clausura,13,Sat Apr 3 2021,17:00,CST/-0600,Atlas Guadalajara,1-0,1-0,Club Tijuana,2021-04-03T23:00Z
Clausura,13,Sat Apr 3 2021,21:06,CST/-0600,CF Monterrey,2-0,0-0,Atlético San Luis,2021-04-04T03:06Z
Clausura,13,Sun Apr 4 2021,21:05,CDT/-0500,Club León,2-1,0-1,Deportivo Toluca,2021-04-05T02:05Z
Clausura,13,Sun Apr 4 2021,19:00,CDT/-0500,Gallos Blancos,0-1,0-0,UANL Tigres,2021-04-05T00:00Z
Clausura,13,Sun Apr 4 2021,12:00,CDT/-0500,Pumas UNAM,2-2,0-1,CF Pachuca,2021-04-04T17:00Z
Clausura,13,Sun Apr 4 2021,17:00,CDT/-0500,Deportivo Guadalajara,1-1,0-1,Santos Laguna,2021-04-04T22:00Z
Clausura,14,Fri Apr 9 2021,19:30,CDT/-0500,Club Necaxa,0-1,0-0,Pumas UNAM,2021-04-10T00:30Z
Clausura,14,Fri Apr 9 2021,21:30,CDT/-0500,FC Juárez,2-1,1-0,Atlético San Luis,2021-04-10T02:30Z
Clausura,14,Sat Apr 10 2021,19:00,CDT/-0500,Cruz Azul,1-0,0-0,Deportivo Guadalajara,2021-04-11T00:00Z
Clausura,14,Sat Apr 10 2021,17:00,CDT/-0500,Atlas Guadalajara,1-3,0-1,Club León,2021-04-10T22:00Z
Clausura,14,Sat Apr 10 2021,21:05,CDT/-0500,UANL Tigres,1-3,0-1,CF América,2021-04-11T02:05Z
Clausura,14,Sun Apr 11 2021,21:06,CDT/-0500,Club Tijuana,2-3,2-1,Mazatlán FC,2021-04-12T02:06Z
Clausura,14,Sun Apr 11 2021,19:00,CDT/-0500,Gallos Blancos,1-0,1-0,Santos Laguna,2021-04-12T00:00Z
Clausura,14,Sun Apr 11 2021,12:00,CDT/-0500,Deportivo Toluca,1-2,0-0,CF Monterrey,2021-04-11T17:00Z
Clausura,14,Mon Apr 12 2021,21:00,CDT/-0500,CF Pachuca,1-3,0-1,Puebla FC,2021-04-13T02:00Z
Clausura,5,Wed Apr 14 2021,21:00,CDT/-0500,FC Juárez,2-3,0-0,UANL Tigres,2021-04-15T02:00Z
Clausura,15,Fri Apr 16 2021,21:30,CDT/-0500,Mazatlán FC,0-0,0-0,Atlas Guadalajara,2021-04-17T02:30Z
Clausura,15,Fri Apr 16 2021,19:30,CDT/-0500,Club Necaxa,0-0,0-0,Gallos Blancos,2021-04-17T00:30Z
Clausura,15,Sat Apr 17 2021,21:05,CDT/-0500,CF América,1-1,1-0,Cruz Azul,2021-04-18T02:05Z
Clausura,15,Sat Apr 17 2021,17:00,CDT/-0500,Atlético San Luis,1-4,0-1,Puebla FC,2021-04-17T22:00Z
Clausura,15,Sat Apr 17 2021,19:00,CDT/-0500,Deportivo Guadalajara,2-0,0-0,Club Tijuana,2021-04-18T00:00Z
Clausura,15,Sun Apr 18 2021,12:00,CDT/-0500,Pumas UNAM,0-0,0-0,UANL Tigres,2021-04-18T17:00Z
Clausura,15,Sun Apr 18 2021,19:00,CDT/-0500,Santos Laguna,3-1,2-0,Deportivo Toluca,2021-04-19T00:00Z
Clausura,15,Sun Apr 18 2021,21:06,CDT/-0500,CF Monterrey,0-1,0-0,CF Pachuca,2021-04-19T02:06Z
Clausura,15,Mon Apr 19 2021,21:00,CDT/-0500,Club León,2-0,0-0,FC Juárez,2021-04-20T02:00Z
Clausura,12,Wed Apr 21 2021,21:10,CDT/-0500,CF Monterrey,1-2,0-1,Deportivo Guadalajara,2021-04-22T02:10Z
Clausura,16,Fri Apr 23 2021,21:06,CDT/-0500,Club Tijuana,1-0,0-0,Club Necaxa,2021-04-24T02:06Z
Clausura,16,Fri Apr 23 2021,21:35,CDT/-0500,Mazatlán FC,4-3,1-2,Club León,2021-04-24T02:35Z
Clausura,16,Fri Apr 23 2021,19:30,CDT/-0500,Puebla FC,0-0,0-0,Pumas UNAM,2021-04-24T00:30Z
Clausura,16,Sat Apr 24 2021,17:00,CDT/-0500,Cruz Azul,3-2,2-1,Atlético San Luis,2021-04-24T22:00Z
Clausura,16,Sat Apr 24 2021,19:00,CDT/-0500,Atlas Guadalajara,0-1,0-0,Deportivo Guadalajara,2021-04-25T00:00Z
Clausura,16,Sat Apr 24 2021,21:10,CDT/-0500,UANL Tigres,2-1,1-1,CF Monterrey,2021-04-25T02:10Z
Clausura,16,Sun Apr 25 2021,19:30,CDT/-0500,Gallos Blancos,1-0,0-0,FC Juárez,2021-04-26T00:30Z
Clausura,16,Sun Apr 25 2021,17:30,CDT/-0500,Deportivo Toluca,3-1,2-0,CF América,2021-04-25T22:30Z
Clausura,16,Mon Apr 26 2021,21:00,CDT/-0500,CF Pachuca,1-0,0-0,Santos Laguna,2021-04-27T02:00Z
Clausura,17,Thu Apr 29 2021,21:00,CDT/-0500,Atlético San Luis,1-5,1-2,CF Pachuca,2021-04-30T02:00Z
Clausura,17,Fri Apr 30 2021,21:30,CDT/-0500,FC Juárez,1-0,0-0,Deportivo Toluca,2021-05-01T02:30Z
Clausura,17,Fri Apr 30 2021,19:30,CDT/-0500,Club Necaxa,1-5,1-2,Atlas Guadalajara,2021-05-01T00:30Z
Clausura,17,Sat May 1 2021,17:00,CDT/-0500,Deportivo Guadalajara,0-0,0-0,UANL Tigres,2021-05-01T22:00Z
Clausura,17,Sat May 1 2021,17:00,CDT/-0500,Club León,2-1,1-0,Gallos Blancos,2021-05-01T22:00Z
Clausura,17,Sat May 1 2021,19:00,CDT/-0500,Cruz Azul,1-1,1-0,Club Tijuana,2021-05-02T00:00Z
Clausura,17,Sat May 1 2021,21:06,CDT/-0500,CF Monterrey,1-0,1-0,Mazatlán FC,2021-05-02T02:06Z
Clausura,17,Sun May 2 2021,21:05,CDT/-0500,Pumas UNAM,0-1,0-0,CF América,2021-05-03T02:05Z
Clausura,17,Sun May 2 2021,19:06,CDT/-0500,Santos Laguna,0-0,0-0,Puebla FC,2021-05-03T00:06Z
Apertura,1,Thu Jul 22 2021,21:00,CDT/-0500,Gallos Blancos,0-0,0-0,CF América,2021-07-23T02:00Z
Apertura,1,Fri Jul 23 2021,21:00,CDT/-0500,FC Juárez,1-3,1-1,Deportivo Toluca,2021-07-24T02:00Z
Apertura,1,Fri Jul 23 2021,19:00,CDT/-0500,Club Necaxa,0-3,0-2,Santos Laguna,2021-07-24T00:00Z
Apertura,1,Sat Jul 24 2021,16:00,CDT/-0500,CF Pachuca,4-0,0-0,Club León,2021-07-24T21:00Z
Apertura,1,Sat Jul 24 2021,21:00,CDT/-0500,Deportivo Guadalajara,1-2,0-1,Atlético San Luis,2021-07-25T02:00Z
Apertura,1,Sun Jul 25 2021,19:06,CDT/-0500,CF Monterrey,1-1,0-0,Puebla FC,2021-07-26T00:06Z
Apertura,1,Sun Jul 25 2021,21:06,CDT/-0500,Club Tijuana,1-2,0-1,UANL Tigres,2021-07-26T02:06Z
Apertura,1,Sun Jul 25 2021,12:00,CDT/-0500,Pumas UNAM,0-0,0-0,Atlas Guadalajara,2021-07-25T17:00Z
Apertura,1,Mon Jul 26 2021,20:00,CDT/-0500,Cruz Azul,0-2,0-1,Mazatlán FC,2021-07-27T01:00Z
Apertura,2,Fri Jul 30 2021,19:00,CDT/-0500,Mazatlán FC,2-1,1-1,CF Pachuca,2021-07-31T00:00Z
Apertura,2,Fri Jul 30 2021,21:05,CDT/-0500,Puebla FC,0-2,0-0,Deportivo Guadalajara,2021-07-31T02:05Z
Apertura,2,Sat Jul 31 2021,19:00,CDT/-0500,CF América,2-1,1-0,Club Necaxa,2021-08-01T00:00Z
Apertura,2,Sat Jul 31 2021,21:00,CDT/-0500,CF Monterrey,2-0,1-0,Pumas UNAM,2021-08-01T02:00Z
Apertura,2,Sat Jul 31 2021,21:05,CDT/-0500,Atlas Guadalajara,2-0,0-0,FC Juárez,2021-08-01T02:05Z
Apertura,2,Sat Jul 31 2021,17:00,CDT/-0500,Club León,2-1,1-0,Club Tijuana,2021-07-31T22:00Z
Apertura,2,Sun Aug 1 2021,18:00,CDT/-0500,Santos Laguna,1-1,0-0,Cruz Azul,2021-08-01T23:00Z
Apertura,2,Sun Aug 1 2021,12:00,CDT/-0500,Deportivo Toluca,3-1,1-1,UANL Tigres,2021-08-01T17:00Z
Apertura,2,Mon Aug 2 2021,21:00,CDT/-0500,Atlético San Luis,1-1,1-0,Gallos Blancos,2021-08-03T02:00Z
Apertura,3,Thu Aug 5 2021,21:05,CDT/-0500,Gallos Blancos,0-1,0-1,Club León,2021-08-06T02:05Z
Apertura,3,Fri Aug 6 2021,19:00,CDT/-0500,Mazatlán FC,1-1,1-1,CF Monterrey,2021-08-07T00:00Z
Apertura,3,Fri Aug 6 2021,21:05,CDT/-0500,Club Necaxa,1-2,1-1,Cruz Azul,2021-08-07T02:05Z
Apertura,3,Fri Aug 6 2021,21:05,CDT/-0500,Club Tijuana,0-2,0-1,Deportivo Toluca,2021-08-07T02:05Z
Apertura,3,Sat Aug 7 2021,19:00,CDT/-0500,CF América,2-0,1-0,Puebla FC,2021-08-08T00:00Z
Apertura,3,Sat Aug 7 2021,21:00,CDT/-0500,UANL Tigres,1-1,0-1,Santos Laguna,2021-08-08T02:00Z
Apertura,3,Sat Aug 7 2021,17:00,CDT/-0500,Deportivo Guadalajara,2-2,1-1,FC Juárez,2021-08-07T22:00Z
Apertura,3,Sun Aug 8 2021,12:00,CDT/-0500,Pumas UNAM,1-3,1-2,Atlético San Luis,2021-08-08T17:00Z
Apertura,3,Mon Aug 9 2021,21:00,CDT/-0500,CF Pachuca,0-1,0-1,Atlas Guadalajara,2021-08-10T02:00Z
Apertura,4,Thu Aug 12 2021,21:00,CDT/-0500,Atlético San Luis,0-2,0-1,Club Necaxa,2021-08-13T02:00Z
Apertura,4,Fri Aug 13 2021,21:00,CDT/-0500,FC Juárez,1-1,1-1,Club Tijuana,2021-08-14T02:00Z
Apertura,4,Fri Aug 13 2021,19:00,CDT/-0500,Puebla FC,1-1,1-0,UANL Tigres,2021-08-14T00:00Z
Apertura,4,Sat Aug 14 2021,17:00,CDT/-0500,Pumas UNAM,0-0,0-0,Gallos Blancos,2021-08-14T22:00Z
Apertura,4,Sat Aug 14 2021,19:00,CDT/-0500,Club León,3-0,1-0,Mazatlán FC,2021-08-15T00:00Z
Apertura,4,Sat Aug 14 2021,21:00,CDT/-0500,Cruz Azul,4-0,3-0,Deportivo Toluca,2021-08-15T02:00Z
Apertura,4,Sat Aug 14 2021,21:06,CDT/-0500,CF Monterrey,3-1,1-0,CF Pachuca,2021-08-15T02:06Z
Apertura,4,Sun Aug 15 2021,19:06,CDT/-0500,Santos Laguna,0-0,0-0,Deportivo Guadalajara,2021-08-16T00:06Z
Apertura,4,Sun Aug 15 2021,17:00,CDT/-0500,Atlas Guadalajara,0-1,0-0,CF América,2021-08-15T22:00Z
Apertura,5,Tue Aug 17 2021,19:00,CDT/-0500,UANL Tigres,3-0,1-0,Gallos Blancos,2021-08-18T00:00Z
Apertura,5,Tue Aug 17 2021,21:00,CDT/-0500,Club Necaxa,3-0,1-0,Pumas UNAM,2021-08-18T02:00Z
Apertura,5,Tue Aug 17 2021,21:06,CDT/-0500,Club Tijuana,1-1,1-0,Puebla FC,2021-08-18T02:06Z
Apertura,5,Tue Aug 17 2021,17:00,CDT/-0500,Deportivo Toluca,2-2,2-2,Mazatlán FC,2021-08-17T22:00Z
Apertura,5,Wed Aug 18 2021,19:00,CDT/-0500,Cruz Azul,1-1,0-0,CF Monterrey,2021-08-19T00:00Z
Apertura,5,Wed Aug 18 2021,19:00,CDT/-0500,Santos Laguna,1-1,0-1,Atlas Guadalajara,2021-08-19T00:00Z
Apertura,5,Wed Aug 18 2021,21:00,CDT/-0500,Deportivo Guadalajara,0-3,0-1,Club León,2021-08-19T02:00Z
Apertura,5,Wed Aug 18 2021,21:00,CDT/-0500,FC Juárez,1-2,1-1,CF América,2021-08-19T02:00Z
Apertura,6,Fri Aug 20 2021,21:00,CDT/-0500,Mazatlán FC,0-3,0-0,UANL Tigres,2021-08-21T02:00Z
Apertura,6,Sat Aug 21 2021,17:00,CDT/-0500,Atlas Guadalajara,0-0,0-0,Deportivo Toluca,2021-08-21T22:00Z
Apertura,6,Sat Aug 21 2021,19:00,CDT/-0500,Club León,1-1,0-1,Santos Laguna,2021-08-22T00:00Z
Apertura,6,Sat Aug 21 2021,21:00,CDT/-0500,Atlético San Luis,0-0,0-0,Cruz Azul,2021-08-22T02:00Z
Apertura,6,Sat Aug 21 2021,21:36,CDT/-0500,CF Monterrey,0-0,0-0,Deportivo Guadalajara,2021-08-22T02:36Z
Apertura,6,Sun Aug 22 2021,19:00,CDT/-0500,Club Necaxa,1-0,0-0,FC Juárez,2021-08-23T00:00Z
Apertura,6,Sun Aug 22 2021,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,Puebla FC,2021-08-22T17:00Z
Apertura,6,Sun Aug 22 2021,17:00,CDT/-0500,CF América,2-0,0-0,Club Tijuana,2021-08-22T22:00Z
Apertura,6,Sun Aug 22 2021,21:00,CDT/-0500,Gallos Blancos,0-2,0-1,CF Pachuca,2021-08-23T02:00Z
Apertura,7,Fri Aug 27 2021,19:00,CDT/-0500,Mazatlán FC,2-2,1-1,Atlético San Luis,2021-08-28T00:00Z
Apertura,7,Fri Aug 27 2021,21:00,CDT/-0500,Puebla FC,1-0,0-0,Gallos Blancos,2021-08-28T02:00Z
Apertura,7,Fri Aug 27 2021,21:05,CDT/-0500,Club Tijuana,2-2,1-2,CF Monterrey,2021-08-28T02:05Z
Apertura,7,Sat Aug 28 2021,21:00,CDT/-0500,Club León,1-1,1-1,CF América,2021-08-29T02:00Z
Apertura,7,Sat Aug 28 2021,17:00,CDT/-0500,Deportivo Guadalajara,2-1,1-0,Club Necaxa,2021-08-28T22:00Z
Apertura,7,Sat Aug 28 2021,19:00,CDT/-0500,UANL Tigres,1-1,1-0,Atlas Guadalajara,2021-08-29T00:00Z
Apertura,7,Sun Aug 29 2021,20:00,CDT/-0500,Cruz Azul,1-1,0-1,CF Pachuca,2021-08-30T01:00Z
Apertura,7,Sun Aug 29 2021,12:00,CDT/-0500,Deportivo Toluca,2-1,1-1,Pumas UNAM,2021-08-29T17:00Z
Apertura,7,Sun Aug 29 2021,18:00,CDT/-0500,Santos Laguna,2-0,0-0,FC Juárez,2021-08-29T23:00Z
Apertura,8,Fri Sep 10 2021,19:00,CDT/-0500,Puebla FC,2-2,0-1,Atlético San Luis,2021-09-11T00:00Z
Apertura,8,Fri Sep 10 2021,21:00,CDT/-0500,FC Juárez,2-1,2-1,Cruz Azul,2021-09-11T02:00Z
Apertura,8,Fri Sep 10 2021,21:06,CDT/-0500,Club Tijuana,2-1,1-0,Santos Laguna,2021-09-11T02:06Z
Apertura,8,Sat Sep 11 2021,17:00,CDT/-0500,Atlas Guadalajara,2-1,0-1,CF Monterrey,2021-09-11T22:00Z
Apertura,8,Sat Sep 11 2021,19:00,CDT/-0500,UANL Tigres,2-2,1-2,Club León,2021-09-12T00:00Z
Apertura,8,Sat Sep 11 2021,21:00,CDT/-0500,CF América,2-0,1-0,Mazatlán FC,2021-09-12T02:00Z
Apertura,8,Sun Sep 12 2021,19:00,CDT/-0500,Gallos Blancos,3-0,2-0,Club Necaxa,2021-09-13T00:00Z
Apertura,8,Sun Sep 12 2021,17:00,CDT/-0500,Pumas UNAM,0-0,0-0,Deportivo Guadalajara,2021-09-12T22:00Z
Apertura,8,Mon Sep 13 2021,21:00,CDT/-0500,CF Pachuca,1-2,1-1,Deportivo Toluca,2021-09-14T02:00Z
Apertura,9,Thu Sep 16 2021,19:00,CDT/-0500,Atlético San Luis,4-1,3-1,Club Tijuana,2021-09-17T00:00Z
Apertura,9,Fri Sep 17 2021,21:00,CDT/-0500,Club Necaxa,0-3,0-2,Atlas Guadalajara,2021-09-18T02:00Z
Apertura,9,Sat Sep 18 2021,21:00,CDT/-0500,Deportivo Guadalajara,1-0,0-0,CF Pachuca,2021-09-19T02:00Z
Apertura,9,Sat Sep 18 2021,17:00,CDT/-0500,Club León,0-1,0-0,FC Juárez,2021-09-18T22:00Z
Apertura,9,Sat Sep 18 2021,19:00,CDT/-0500,Deportivo Toluca,3-1,2-1,CF América,2021-09-19T00:00Z
Apertura,9,Sat Sep 18 2021,21:00,CDT/-0500,Mazatlán FC,2-2,1-0,Pumas UNAM,2021-09-19T02:00Z
Apertura,9,Sun Sep 19 2021,21:06,CDT/-0500,Santos Laguna,1-1,0-0,Puebla FC,2021-09-20T02:06Z
Apertura,9,Sun Sep 19 2021,19:00,CDT/-0500,Cruz Azul,2-0,1-0,Gallos Blancos,2021-09-20T00:00Z
Apertura,9,Sun Sep 19 2021,19:06,CDT/-0500,CF Monterrey,2-0,1-0,UANL Tigres,2021-09-20T00:06Z
Apertura,14,Tue Sep 21 2021,21:00,CDT/-0500,FC Juárez,1-0,1-0,Atlético San Luis,2021-09-22T02:00Z
Apertura,11,Wed Sep 22 2021,19:06,CDT/-0500,CF Monterrey,2-0,1-0,Deportivo Toluca,2021-09-23T00:06Z
Apertura,10,Thu Sep 23 2021,21:00,CDT/-0500,CF Pachuca,1-0,1-0,Club Necaxa,2021-09-24T02:00Z
Apertura,10,Fri Sep 24 2021,21:06,CDT/-0500,Club Tijuana,0-0,0-0,Mazatlán FC,2021-09-25T02:06Z
Apertura,10,Fri Sep 24 2021,20:00,CDT/-0500,Puebla FC,1-1,1-1,Cruz Azul,2021-09-25T01:00Z
Apertura,10,Sat Sep 25 2021,21:00,CDT/-0500,CF América,0-0,0-0,Deportivo Guadalajara,2021-09-26T02:00Z
Apertura,10,Sat Sep 25 2021,19:00,CDT/-0500,UANL Tigres,0-0,0-0,Pumas UNAM,2021-09-26T00:00Z
Apertura,10,Sat Sep 25 2021,17:00,CDT/-0500,Atlas Guadalajara,2-0,1-0,Club León,2021-09-25T22:00Z
Apertura,10,Sun Sep 26 2021,12:00,CDT/-0500,Deportivo Toluca,1-2,1-2,Atlético San Luis,2021-09-26T17:00Z
Apertura,10,Sun Sep 26 2021,19:06,CDT/-0500,Santos Laguna,1-2,0-0,CF Monterrey,2021-09-27T00:06Z
